"","Insult","Comment"
"585",1,"""Wow, you are most DEFINITELY still a virgin"""
"587",1,"""In about 50 yrs when the oil is used up you people will still be sitting in a dessert having rocks for lunch killing each other. The only difference will be that nobody will give a cr@p...."""
"588",1,"""you're an ignorant COW"""
"590",1,"""Are you going to ask first, or just have your way with it?"""
"591",1,"""Doesn't change the fact that you look like a fool for defending this murderer"""
"592",1,"""You shole lizz uhgly."""
"593",1,"""Dude, you're delusional. You may consider betting back on your meds."""
"594",1,"""Let it go, Matthew. This shit is making you look more like an asshole than usual."""
"597",1,"""i'm not picking a fight.  I'm just saying you're an idiot because you're being an idiot."""
"598",1,"""that little fat cracker wanted some of that good black pussy so he let her drive around thinking that would get him laid....  good luck poppin pills and listening to death metal til you eventually commit suicide emo-fag"""
"601",1,"""U dad already ashamed of u cuz he dnt know if u really his son cuz your mom was sucking and fuc.king the crew back in da days..lmao...now u grew up to hate black men wit money cuz u know dsts what your mom is looking for..lol..tell her I'll pass up on dat a.ss cuz it got to many miles on it howeva she can give me some slow head...lol..lol..lol..."""
"603",1,"""Keep digging, your hole isn't quite deep enough yet .."""
"604",1,"""he won't won anything all time with arsenal?? i bet you're one guys that saying it arsenal will finish outside top 4th..i hope u don't change your fucking brain when we win titles.. u brainless kid"""
"605",1,""".. no they are your hero because your stones still haven't dropped and you're too much of a girly man to pull the trigger. Put down your computer and get involved nerd boy. Don't be a pathetic loser your whole life. Strap up or S TF U."""
"606",1,"""Your comments are as retarded as you are. Typical United hater"""
"607",1,"""idiot. google the word blog, you stupid stupid idiot. """
"612",1,"""Your mother was stupid for not going by the clinic"""
"613",1,"""and you are obviously a homo"""
"618",1,"""Are you mad I don't believe ur bullshit? You fucking homo wanna be thug!"""
"622",1,"""What is your evidence that she's a painfully bad actress?  Do you know her from anything else other than <i>Twilight</i>?  Why don't you hunker on down to IMDb and see what else she's done, then come back and say something as stupid as what you said.  """
"623",1,"""you're just a broke ass.."""
"628",1,""" Get your eyes checked! Fat is never beautiful. """
"630",1,"""lol fuckin white fag think he can sing and he is black smh! he is lame! UNTALENTED PALE WHITE MAN IS NOT BLACK MAN GET OVER IT! """
"632",1,"""Comments like yours are why people are giving money to the casinos open handed. When knowledge is not power you are just another idiot in the casino. """
"635",1,"""This is awesome. I love the SEC.. Ef the little 12 and the Texas whore. Eff Texas little johns too. Thats you KU with your little nub. """
"636",1,"""Reading comprehension is supposed to be a Vandy trait. I guess not in your case. I know, that wasn't classy of me."""
"637",1,"""why dont you keep your waywardness and extreme ignorance to yourself and grow a brain in the main time. Better still go back to school, get some awareness, broaden your information horizon and re join the rest of humanity. You and your demented IQ is on the same level as an ape."""
"642",1,"""what a stupid cunt. she could have even done her research on wikipedia and fucking found that out. thundercunt"""
"643",1,"""Stop sucking the industry dick. You wont kum out Warview- Homicide Valley talkin"""
"647",1,"""lmaoo.. i could prolly take him.. yaah id prolly fuck her... lol """
"649",1,"""With some big names coming up, Chelshittts are so sure next EPL or UCL is in their bag, Its so damn hilarious. Look at your pathetic team and the way you play football. With new players, your tradition is not going to change, Same filthy 'park-the-bus cum so-called counter-attacking' football. You are the luckiest this time. It happens only once in a while and it won't favour you anymore because you don't have that quality. SO don't ride on the wagon so high that you fall at your filthy buttts!!!"""
"651",1,"""Go Fucking Kill yourself, you worthless piece of shit! Stefan is an asswipe, he doesn't know shit!!!"""
"655",1,"""shut the fuck up """
"657",1,"""If he was white..the i d i o t racists in this country wouldn't care the economy sucks. They put up with that cretin George Bush who got us into this mess with his stupidity."""
"659",1,"""Cordero you fat piece of gutter trash. """
"660",1,"""your fucking stupid"""
"662",1,"""Go away please. It is not a judges job to ""appear angry"" you ignat ape"""
"664",1,"""Get back in your hole"""
"665",1,"""I couldn't disagree more with your claim that the bible regards ""personhood"" at birth. How about the scripture that says ""I knit you together in your mother's womb."" And ""I ordained all your days before one of them came to be."" Obviously God is telling us he knew us before we were born. Say what you want but people become people at time of conception. When a woman has a miscarriage does she say ""I lost my fetus?"" NO!! She lost her baby which is a person. Twist the scriptures all you want to keep the atrocious act of killing innocent unborn children as part of our nations sick policy. Talk about MEDIEVAL...killing our own offspring. Wake up and speak from the heart rather than man's foolish intellectual gibber."""
"667",1,"""Suck a bag of dicks kal."""
"669",1,"""You are an idiot that clearly has no understanding of exactly what caused the recession and who did it. Shut your trap and go do some research before you start spouting off like you actually know something. You obviously don't."""
"672",1,"""White people are some fuckin straight weirdos!!!! This shit is sick, I bet her father is very proud and I don't ever wanna hear another black racist joke from another white person ever again! You ole Loose booty crackers! She definitely had a black dick in her!"""
"673",1,"""Oh, get off yourRon Paul soapbox. He lost get over it."""
"675",1,"""Now you're just embarrassing yourself! """
"677",1,"""fairedgar - your remark that jews cannot be secular because Judaism is a religion is just about the stupidest comment I've ever read. Everyone is born into a 'religion', but if you don't 'practice' that religion, then you are a secular member of that religion.  Mind you, it's nice to see that the Jews haters like you are so stupendously thick."""
"678",1,"""You are the SWAG version of mickey mouse,lol"""
"679",1,"""No sweetie, you're the ""tuff"" guy:  You are a scumbag. You better hope you bite your lip in public punk. If Im ever unfortunate enough be in your presence and hear that vile garbage, it will be thing out of your hole. You go first - use a real number this time."""
"680",1,"""Maybe you should** be in school....."""
"683",1,"""To Mr. Blooming Idiot Berg: Your Mom! """
"685",1,"""I'm sure dumb-asses, like yourself, will be trolling full force under our next President...Romney.  What does ""boyhollow"" mean...or do we want to know?"""
"686",1,"""He's on roids you are a sucker, don't delete my comment you damn mod."""
"688",1,"""No.  In your mom's bed.  """
"689",1,"""LOL you're the one being worked up. I just mentioned that we need to score more to kill the game and increase our goal difference, and you're going all over the place saying I'm a moron? You're the one not making sense here.   You're the one who should sod off, make sure you learn to read English properly before you come here and troll. What a fail loser"""
"690",1,"""ONCE AGAIN IT WAS JUST DANCING AND JUST BECAUSE IM ESTABLISHED AND SO IS MY FAMILY DONT MEAN THAT I DONT WATCH NETWORK TV OR TV PERIOD THE ONLY PEDOPHILE IS YOU AND YOU RATHER SUPPORT THE POLISH DEATH SONG ANYONE CAN GOOGLE OR YAHOO SOME HISTORY BUT IF YOU TRULY WANT THE ANSWER TO SOMETHING IN HISTORY DONT GOOGLE YOUR RESEARCH GO READ A BOOK YOU RATHER KIDS SING ABOUT DEATH THAN TO DO SOMETHING SO INNOCENT AS JUST DANCING LIKE I SAID BEFORE GET THE FUCK ON WITH THAT DUMB SHIT BECAUSE LIKE YOU IM HUMAN AND I TOO LIKE TO BE ENTERTAINED BUT IT IS ALL OF HOW SOME ONE VIEWS IT AND YOUR VIEW ISNT MY VIEW OBVIOUSLY"""
"691",1,"""Your a nasty boy. """
"694",1,"""@xPeachRose7 YOU'RE THE ONE WHO HAS NO LIFE CUZ YOU WATCH HER TUTORIALS BITCH"""
"700",1,"""You're an idiot baldo. """
"702",1,"""Buddy you sound like a complete clown on here running your mouth """
"703",1,"""setting up the DP  Also, Fuck you luke scott. Fuck you"""
"704",1,"""You are a loser in every sense of the word. Your presence on Earth, is a loss for humanity. """
"706",1,"""You're intellectually challenged."""
"708",1,"""Your numbers are so far off you have no idea what you are talking about. Did you take your Prozac today? Please do it now."""
"709",1,"""ANYBODY AND I MEAN ANY MOTHERFUCKER WHO CONFUSES BILL PULLMAN WITH BILL PAXTON IS A FUCKING IMBECILE BENEATH CONTEMPT"""
"710",1,"""Phil  And then you fell off the hotel balcony.  ."""
"711",1,"""i hate racist inbreed whitepeoplethat'swhy we stay fucking ya'll up dumb ass may ain't over pussy it can be may day in this bitch"""
